Category;City;Country;Customer ID;Customer Name;Discount;Order Date;Order ID;Postal Code;Product ID;Product Name;Profit;Quantity;Region;Row;Sales;Segment;Ship Date;Ship Mode;State;Sub-Category
Office Supplies;Chicago;United States;DL-13315;Delfina Latchford;0.2;18.02.11;CA-2011-154165;60653;OFF-AR-10003631;Staples;88.088;14;Central;9516;$54;Consumer;25.02.11;Standard Class;Illinois;Art
Furniture;Lubbock;United States;TB-21595;Troy Blackwell;0.6;19.02.11;US-2011-165589;79424;FUR-FU-10002396;DAX Copper Panel Document Frame, 5 x 7 Size;-11.322;5;Central;6082;$25;Consumer;19.02.11;Same Day;Texas;Furnishings
Office Supplies;Arlington;United States;AB-10015;Aaron Bergman;0.2;19.02.11;CA-2011-152905;76017;OFF-ST-10000321;Akro Stacking Bins;-25.248;2;Central;8223;$13;Consumer;25.02.11;Standard Class;Texas;Storage
Office Supplies;Los Angeles;United States;SR-20740;Steven Roelle;0;21.02.11;CA-2011-164903;90049;OFF-PA-10003363;Xerox 204;62.208;2;West;8504;$13;Home Office;25.02.11;Standard Class;California;Paper
Furniture;Richmond;United States;LC-16930;Linda Cazamias;0;21.02.11;CA-2011-109491;47374;FUR-FU-10000221;Master Caster Door Stop, Brown;69.088;4;Central;4522;$20;Corporate;27.02.11;Standard Class;Indiana;Furnishings
Technology;Richmond;United States;LC-16930;Linda Cazamias;0;21.02.11;CA-2011-109491;47374;TEC-AC-10001284;Enermax Briskie RF Wireless Keyboard and Mouse Combo;224.316;3;Central;4521;$62;Corporate;27.02.11;Standard Class;Indiana;Accessories
Office Supplies;Woodstock;United States;TM-21010;Tamara Manning;0.8;22.02.11;CA-2011-165540;60098;OFF-BI-10004094;GBC Standard Plastic Binding Systems Combs;-137.175;5;Central;2883;$9;Consumer;26.02.11;Standard Class;Illinois;Binders
Office Supplies;Moreno Valley;United States;SA-20830;Sue Ann Reed;0;23.02.11;CA-2011-133354;92553;OFF-PA-10001800;Xerox 220;93.312;3;West;7611;$19;Consumer;25.02.11;First Class;California;Paper
Office Supplies;El Paso;United States;MG-17875;Michael Grace;0.8;24.02.11;CA-2011-103744;79907;OFF-BI-10000320;GBC Plastic Binding Combs;-68.634;3;Central;6531;$4;Home Office;28.02.11;Standard Class;Texas;Binders
Office Supplies;El Paso;United States;MG-17875;Michael Grace;0.2;24.02.11;CA-2011-103744;79907;OFF-LA-10004425;Staples;23.409;3;Central;6530;$7;Home Office;28.02.11;Standard Class;Texas;Labels
Office Supplies;Medford;United States;JH-15430;Jennifer Halladay;0.2;25.02.11;US-2011-137680;97504;OFF-PA-10000174;"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book";111.024;4;West;5512;$33;Consumer;02.03.11;Standard Class;Oregon;Paper
Office Supplies;Medford;United States;JH-15430;Jennifer Halladay;0.2;25.02.11;US-2011-137680;97504;OFF-PA-10000069;TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack;76.869;3;West;5513;$23;Consumer;02.03.11;Standard Class;Oregon;Paper
Office Supplies;Columbus;United States;JS-16030;Joy Smith;0.2;28.02.11;CA-2011-156545;43229;OFF-AR-10003560;Zebra Zazzle Fluorescent Highlighters;34.048;4;East;9464;$19;Consumer;03.03.11;First Class;Ohio;Art
Furniture;El Paso;United States;SC-20380;Shahid Collister;0.3;01.03.11;CA-2011-131009;79907;FUR-CH-10001270;Harbour Creations Steel Folding Chair;0;6;Central;7949;$362;Consumer;05.03.11;Standard Class;Texas;Chairs
Furniture;El Paso;United States;SC-20380;Shahid Collister;0.6;01.03.11;CA-2011-131009;79907;FUR-FU-10001095;DAX Black Cherry Wood-Tone Poster Frame;-349.536;6;Central;7950;$64;Consumer;05.03.11;Standard Class;Texas;Furnishings
Furniture;Elmhurst;United States;VF-21715;Vicky Freymann;0.3;01.03.11;CA-2011-113880;60126;FUR-CH-10000863;Novimex Swivel Fabric Task Chair;-1.721.172;6;Central;6548;$634;Home Office;05.03.11;Standard Class;Illinois;Chairs
Office Supplies;El Paso;United States;SC-20380;Shahid Collister;0.2;01.03.11;CA-2011-131009;79907;OFF-FA-10004395;Plymouth Boxed Rubber Bands by Plymouth;-35.325;5;Central;7948;$19;Consumer;05.03.11;Standard Class;Texas;Fasteners
Office Supplies;El Paso;United States;SC-20380;Shahid Collister;0.2;01.03.11;CA-2011-131009;79907;OFF-ST-10001469;Fellowes Bankers Box Recycled Super Stor/Drawer;-226.716;3;Central;7951;$130;Consumer;05.03.11;Standard Class;Texas;Storage
Office Supplies;Elmhurst;United States;VF-21715;Vicky Freymann;0.2;01.03.11;CA-2011-113880;60126;OFF-PA-10003036;"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book";56.784;3;Central;6549;$17;Home Office;05.03.11;Standard Class;Illinois;Paper
Technology;New York City;United States;HR-14770;Hallie Redmond;0;01.03.11;US-2011-143707;10035;TEC-PH-10003655;Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4;16.038;3;East;5714;$6;Home Office;05.03.11;Standard Class;New York;Phones
Furniture;Seattle;United States;DB-13060;Dave Brooks;0.2;01.03.11;CA-2011-104269;98115;FUR-CH-10004063;Global Deluxe High-Back Manager's Chair;51.476.400.000;2;West;158;$458;Consumer;06.03.11;Second Class;Washington;Chairs
Furniture;Houston;United States;GW-14605;Giulietta Weimer;0.3;01.03.11;CA-2011-168312;77036;FUR-TA-10001866;Bevis Round Conference Room Tables and Bases;-430.296;3;Central;8311;$377;Consumer;07.03.11;Standard Class;Texas;Tables
Office Supplies;Houston;United States;GW-14605;Giulietta Weimer;0.2;01.03.11;CA-2011-168312;77036;OFF-ST-10003692;Recycled Steel Personal File for Hanging File Folders;8.584.500.000;3;Central;8310;$137;Consumer;07.03.11;Standard Class;Texas;Storage
Office Supplies;Philadelphia;United States;NH-18610;Nicole Hansen;0.2;02.03.11;CA-2011-111157;19120;OFF-PA-10000327;Xerox 1971;01. Juli;1;East;9946;$3;Corporate;06.03.11;Standard Class;Pennsylvania;Paper
Technology;Philadelphia;United States;NH-18610;Nicole Hansen;0.2;02.03.11;CA-2011-111157;19120;TEC-AC-10004353;Hypercom P1300 Pinpad;32.13;3;East;9947;$151;Corporate;06.03.11;Standard Class;Pennsylvania;Accessories
Office Supplies;New York City;United States;KN-16705;Kristina Nunn;0;02.03.11;CA-2011-107524;10009;OFF-EN-10001990;Staples;53.392;2;East;6058;$11;Home Office;08.03.11;Standard Class;New York;Envelopes
Office Supplies;New York City;United States;KN-16705;Kristina Nunn;0;02.03.11;CA-2011-107524;10009;OFF-PA-10000587;Array Parchment Paper, Assorted Colors;17.472;5;East;6059;$36;Home Office;08.03.11;Standard Class;New York;Paper
Furniture;San Diego;United States;EJ-14155;Eva Jacobs;0.2;03.03.11;CA-2011-105648;92037;FUR-TA-10002958;Bevis Oval Conference Table, Walnut;-23.488.200.000;3;West;8712;$626;Consumer;07.03.11;Standard Class;California;Tables
Office Supplies;Houston;United States;SC-20020;Sam Craven;0.8;03.03.11;CA-2011-130421;77095;OFF-AP-10002534;3.6 Cubic Foot Counter Height Office Refrigerator;-4.596.072;3;Central;7349;$177;Consumer;07.03.11;Standard Class;Texas;Appliances
Office Supplies;Wilmington;United States;AJ-10945;Ashley Jarboe;0.2;03.03.11;CA-2011-155852;28403;OFF-AR-10003560;Zebra Zazzle Fluorescent Highlighters;34.048;4;South;556;$19;Consumer;07.03.11;Second Class;North Carolina;Art
Furniture;Columbus;United States;JS-15595;Jill Stevenson;0.5;03.03.11;US-2011-127978;43229;FUR-BO-10001972;O'Sullivan 4-Shelf Bookcase in Odessa Pine;-199.617;5;East;7248;$302;Corporate;08.03.11;Standard Class;Ohio;Bookcases
Office Supplies;Columbus;United States;JS-15595;Jill Stevenson;0.2;03.03.11;US-2011-127978;43229;OFF-LA-10000305;Avery 495;4.914;3;East;7247;$15;Corporate;08.03.11;Standard Class;Ohio;Labels
Office Supplies;Columbus;United States;JS-15595;Jill Stevenson;0.2;03.03.11;US-2011-127978;43229;OFF-ST-10002486;Eldon Shelf Savers Cubes and Bins;-100.512;8;East;7249;$45;Corporate;08.03.11;Standard Class;Ohio;Storage
Office Supplies;New York City;United States;AP-10720;Anne Pryor;0.2;03.03.11;CA-2011-127964;10035;OFF-BI-10003429;Cardinal HOLDit! Binder Insert Strips,Extra Strips;91.785;5;East;1165;$25;Home Office;08.03.11;Standard Class;New York;Binders
Office Supplies;New York City;United States;AP-10720;Anne Pryor;0.2;03.03.11;CA-2011-127964;10035;OFF-BI-10004593;Ibico Laser Imprintable Binding System Covers;40.872;3;East;1164;$126;Home Office;08.03.11;Standard Class;New York;Binders
Technology;New York City;United States;AP-10720;Anne Pryor;0;03.03.11;CA-2011-127964;10035;TEC-PH-10004700;PowerGen Dual USB Car Charger;45.954;1;East;1163;$10;Home Office;08.03.11;Standard Class;New York;Phones
Office Supplies;Columbia;United States;CL-12565;Clay Ludtke;0;04.03.11;CA-2011-116239;29203;OFF-ST-10001370;Sensible Storage WireTech Storage Systems;17.745;5;South;1565;$355;Consumer;04.03.11;Same Day;South Carolina;Storage
Office Supplies;Margate;United States;SC-20095;Sanjit Chand;0.2;04.03.11;CA-2011-117016;33063;OFF-AR-10001374;BIC Brite Liner Highlighters, Chisel Tip;23.328;3;South;4422;$16;Consumer;09.03.11;Standard Class;Florida;Art
Office Supplies;Yonkers;United States;AB-10150;Aimee Bixby;0;05.03.11;CA-2011-169061;10701;OFF-AR-10000588;Newell 345;154.752;3;East;8497;$60;Consumer;08.03.11;Second Class;New York;Art
Office Supplies;Yonkers;United States;AB-10150;Aimee Bixby;0.2;05.03.11;CA-2011-169061;10701;OFF-BI-10001617;GBC Wire Binding Combs;167.508;6;East;8500;$50;Consumer;08.03.11;Second Class;New York;Binders
Office Supplies;Yonkers;United States;AB-10150;Aimee Bixby;0;05.03.11;CA-2011-169061;10701;OFF-PA-10001878;Xerox 1891;459.754;2;East;8501;$98;Consumer;08.03.11;Second Class;New York;Paper
Office Supplies;Yonkers;United States;AB-10150;Aimee Bixby;0;05.03.11;CA-2011-169061;10701;OFF-SU-10000381;Acme Forged Steel Scissors with Black Enamel Handles;53.998;2;East;8499;$19;Consumer;08.03.11;Second Class;New York;Supplies
Technology;Yonkers;United States;AB-10150;Aimee Bixby;0;05.03.11;CA-2011-169061;10701;TEC-AC-10002001;Logitech Wireless Gaming Headset G930;1.775.889;3;East;8498;$480;Consumer;08.03.11;Second Class;New York;Accessories
Furniture;Seattle;United States;AB-10015;Aaron Bergman;0.2;07.03.11;CA-2011-156587;98103;FUR-CH-10004477;Global Push Button Manager's Chair, Indigo;54.801;1;West;4962;$49;Consumer;08.03.11;First Class;Washington;Chairs
Office Supplies;Seattle;United States;AB-10015;Aaron Bergman;0;07.03.11;CA-2011-156587;98103;OFF-AR-10001427;Newell 330;46.644;3;West;4963;$18;Consumer;08.03.11;First Class;Washington;Art
Office Supplies;Seattle;United States;AB-10015;Aaron Bergman;0;07.03.11;CA-2011-156587;98103;OFF-ST-10002344;"Carina 42""Hx23 3/4""W Media Storage Unit";4.858.800.000;3;West;4964;$243;Consumer;08.03.11;First Class;Washington;Storage
Office Supplies;Des Moines;United States;NP-18685;Nora Pelletier;0.2;07.03.11;US-2011-131982;98198;OFF-BI-10004224;Catalog Binders with Expanding Posts;33.64;2;West;5254;$108;Home Office;11.03.11;Second Class;Washington;Binders
Furniture;Seattle;United States;CM-12715;Craig Molinari;0.2;07.03.11;CA-2011-104563;98103;FUR-CH-10004495;Global Leather and Oak Executive Chair, Black;54.176.400.000;2;West;9644;$482;Corporate;12.03.11;Standard Class;Washington;Chairs
Furniture;Seattle;United States;CM-12715;Craig Molinari;0.2;07.03.11;CA-2011-104563;98103;FUR-CH-10002780;Office Star - Task Chair with Contemporary Loop Arms;218.352;6;West;9643;$437;Corporate;12.03.11;Standard Class;Washington;Chairs
Office Supplies;Seattle;United States;CM-12715;Craig Molinari;0;07.03.11;CA-2011-104563;98103;OFF-AR-10000390;Newell Chalk Holder;9.499;5;West;9641;$21;Corporate;12.03.11;Standard Class;Washington;Art
Office Supplies;Seattle;United States;CM-12715;Craig Molinari;0;07.03.11;CA-2011-104563;98103;OFF-ST-10000934;"Contico 72""H Heavy-Duty Storage System";0;5;West;9642;$205;Corporate;12.03.11;Standard Class;Washington;Storage
Office Supplies;Royal Oak;United States;SW-20275;Scott Williamson;0;10.03.11;US-2011-100279;48073;OFF-PA-10002259;"Geographics Note Cards, Blank, White, 8 1/2"" x 11""";107.424;2;Central;1172;$22;Consumer;14.03.11;Standard Class;Michigan;Paper
Office Supplies;Denver;United States;KT-16480;Kean Thornton;0.2;10.03.11;US-2011-140116;80219;OFF-AR-10001044;BOSTON Ranger #55 Pencil Sharpener, Black;9.356.400.000;4;West;2102;$83;Consumer;17.03.11;Standard Class;Colorado;Art
Office Supplies;Denver;United States;KT-16480;Kean Thornton;0.2;10.03.11;US-2011-140116;80219;OFF-ST-10000078;Tennsco 6- and 18-Compartment Lockers;-15.910.200.000;3;West;2101;$636;Consumer;17.03.11;Standard Class;Colorado;Storage
Office Supplies;Richmond;United States;FM-14215;Filia McAdams;0;11.03.11;CA-2011-114790;40475;OFF-AP-10002578;Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote;381.576;3;South;7015;$147;Corporate;13.03.11;Second Class;Kentucky;Appliances
Office Supplies;Richmond;United States;FM-14215;Filia McAdams;0;11.03.11;CA-2011-114790;40475;OFF-PA-10000213;Xerox 198;70.218;3;South;7018;$15;Corporate;13.03.11;Second Class;Kentucky;Paper
Technology;Richmond;United States;FM-14215;Filia McAdams;0;11.03.11;CA-2011-114790;40475;TEC-AC-10000710;Maxell DVD-RAM Discs;141.728;2;South;7016;$33;Corporate;13.03.11;Second Class;Kentucky;Accessories
Technology;Richmond;United States;FM-14215;Filia McAdams;0;11.03.11;CA-2011-114790;40475;TEC-PH-10000984;Panasonic KX-TG9471B;1.646.316;3;South;7017;$588;Corporate;13.03.11;Second Class;Kentucky;Phones
Office Supplies;New York City;United States;KA-16525;Kelly Andreada;0;11.03.11;CA-2011-158337;10024;OFF-PA-10002137;Southworth 100% Résumé Paper, 24lb.;49.014;14;East;3442;$109;Consumer;14.03.11;Second Class;New York;Paper
Office Supplies;Roseville;United States;RB-19435;Richard Bierner;0;11.03.11;US-2011-103338;95661;OFF-AR-10001770;Economy #2 Pencils;20.748;3;West;8300;$8;Consumer;15.03.11;Standard Class;California;Art
Furniture;Columbus;United States;CK-12205;Chloris Kastensmidt;0.2;11.03.11;CA-2011-166884;43229;FUR-FU-10003981;Eldon Wave Desk Accessories;2.288;5;East;1542;$8;Consumer;16.03.11;Second Class;Ohio;Furnishings
Office Supplies;Columbus;United States;CK-12205;Chloris Kastensmidt;0.2;11.03.11;CA-2011-166884;43229;OFF-FA-10001561;Stockwell Push Pins;17.004;6;East;1543;$10;Consumer;16.03.11;Second Class;Ohio;Fasteners
Office Supplies;Chicago;United States;RB-19465;Rick Bensley;0.2;14.03.11;CA-2011-152618;60653;OFF-PA-10001215;Xerox 1963;Feb 64;2;Central;9407;$8;Home Office;17.03.11;First Class;Illinois;Paper
Technology;Chicago;United States;RB-19465;Rick Bensley;0.3;14.03.11;CA-2011-152618;60653;TEC-MA-10003626;Hewlett-Packard Deskjet 6540 Color Inkjet Printer;156.047;2;Central;9406;$575;Home Office;17.03.11;First Class;Illinois;Machines
Office Supplies;Huntington Beach;United States;DK-13225;Dean Katz;0;14.03.11;CA-2011-157623;92646;OFF-AR-10003723;Avery Hi-Liter Fluorescent Desk Style Markers;12.506;1;West;1892;$3;Corporate;18.03.11;Standard Class;California;Art
Office Supplies;Huntington Beach;United States;DK-13225;Dean Katz;0;14.03.11;CA-2011-157623;92646;OFF-PA-10001204;Xerox 1972;4.752;2;West;1891;$11;Corporate;18.03.11;Standard Class;California;Paper
Office Supplies;Jacksonville;United States;NF-18475;Neil Französisch;0.2;14.03.11;CA-2011-100293;32216;OFF-PA-10000176;Xerox 1887;318.696;6;South;9515;$91;Home Office;18.03.11;Standard Class;Florida;Paper
Furniture;Chesapeake;United States;CK-12325;Christine Kargatis;0;14.03.11;US-2011-125521;23320;FUR-CH-10003379;Global Commerce Series High-Back Swivel/Tilt Chairs;284.98;4;South;2841;$1,140;Home Office;19.03.11;Standard Class;Virginia;Chairs
Office Supplies;Logan;United States;JF-15295;Jason Fortune-;0.2;14.03.11;CA-2011-114510;84321;OFF-BI-10001617;GBC Wire Binding Combs;111.672;4;West;4677;$33;Consumer;19.03.11;Standard Class;Utah;Binders
Office Supplies;Logan;United States;JF-15295;Jason Fortune-;0.2;14.03.11;CA-2011-114510;84321;OFF-BI-10003007;"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""";201.656;2;West;4681;$62;Consumer;19.03.11;Standard Class;Utah;Binders
Office Supplies;Logan;United States;JF-15295;Jason Fortune-;0;14.03.11;CA-2011-114510;84321;OFF-ST-10000736;Carina Double Wide Media Storage Towers in Natural & Black;32.392;1;West;4678;$81;Consumer;19.03.11;Standard Class;Utah;Storage
Office Supplies;Logan;United States;JF-15295;Jason Fortune-;0;14.03.11;CA-2011-114510;84321;OFF-ST-10003221;Staples;57.672;2;West;4680;$21;Consumer;19.03.11;Standard Class;Utah;Storage
Technology;Logan;United States;JF-15295;Jason Fortune-;0;14.03.11;CA-2011-114510;84321;TEC-AC-10004877;Imation 30456 USB Flash Drive 8GB;6.624;12;West;4679;$83;Consumer;19.03.11;Standard Class;Utah;Accessories
Furniture;Tampa;United States;AS-10240;Alan Shonely;0.2;15.03.11;CA-2011-149958;33614;FUR-FU-10001756;Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany;5.140.800.000;3;South;604;$46;Consumer;19.03.11;Standard Class;Florida;Furnishings
Office Supplies;Tampa;United States;AS-10240;Alan Shonely;0.7;15.03.11;CA-2011-149958;33614;OFF-BI-10001543;GBC VeloBinder Manual Binding System;-316.712;4;South;606;$43;Consumer;19.03.11;Standard Class;Florida;Binders
Office Supplies;Tampa;United States;AS-10240;Alan Shonely;0.7;15.03.11;CA-2011-149958;33614;OFF-BI-10000773;Insertable Tab Post Binder Dividers;-55.338;3;South;605;$7;Consumer;19.03.11;Standard Class;Florida;Binders
Office Supplies;Tampa;United States;AS-10240;Alan Shonely;0.2;15.03.11;CA-2011-149958;33614;OFF-PA-10002120;Xerox 1889;478.152;3;South;607;$132;Consumer;19.03.11;Standard Class;Florida;Paper
Office Supplies;Tampa;United States;AS-10240;Alan Shonely;0.2;15.03.11;CA-2011-149958;33614;OFF-ST-10001490;Hot File 7-Pocket, Floor Stand;17.847;1;South;603;$143;Consumer;19.03.11;Standard Class;Florida;Storage
Technology;Raleigh;United States;KN-16705;Kristina Nunn;0.2;16.03.11;CA-2011-157609;27604;TEC-PH-10002415;Polycom VoiceStation 500 Conference phone;29.495;2;South;3453;$472;Home Office;21.03.11;Second Class;North Carolina;Phones
Office Supplies;Dallas;United States;AZ-10750;Annie Zypern;0.2;17.03.11;CA-2011-158442;75217;OFF-AR-10003732;Newell 333;0.3336;2;Central;5101;$4;Consumer;17.03.11;Same Day;Texas;Art
Office Supplies;Dallas;United States;AZ-10750;Annie Zypern;0.2;17.03.11;CA-2011-158442;75217;OFF-PA-10002195;Xerox 1966;18.792;1;Central;5102;$5;Consumer;17.03.11;Same Day;Texas;Paper
Office Supplies;Dallas;United States;AZ-10750;Annie Zypern;0.2;17.03.11;CA-2011-158442;75217;OFF-PA-10002365;Xerox 1967;54.432;3;Central;5103;$16;Consumer;17.03.11;Same Day;Texas;Paper
Office Supplies;Philadelphia;United States;QJ-19255;Quincy Jones;0.2;17.03.11;CA-2011-127859;19134;OFF-PA-10003641;Xerox 1909;411.528;6;East;8011;$127;Corporate;20.03.11;Second Class;Pennsylvania;Paper
Furniture;New York City;United States;CP-12340;Christine Phan;0.4;17.03.11;US-2011-148838;10024;FUR-TA-10001950;Balt Solid Wood Round Tables;-5.536.476;4;East;2359;$1,072;Corporate;21.03.11;Standard Class;New York;Tables
Furniture;New York City;United States;CP-12340;Christine Phan;0.4;17.03.11;US-2011-148838;10024;FUR-TA-10003473;Bretford Rectangular Conference Table Tops;-4.475.947;7;East;2358;$1,580;Corporate;21.03.11;Standard Class;New York;Tables
Furniture;New York City;United States;CP-12340;Christine Phan;0.4;17.03.11;US-2011-148838;10024;FUR-TA-10004175;"Hon 30"" x 60"" Table with Locking Drawer";-1.227.816;3;East;2360;$614;Corporate;21.03.11;Standard Class;New York;Tables
Office Supplies;New York City;United States;CP-12340;Christine Phan;0;17.03.11;US-2011-148838;10024;OFF-PA-10000919;Xerox 1918;759.696;4;East;2362;$155;Corporate;21.03.11;Standard Class;New York;Paper
Office Supplies;New York City;United States;CP-12340;Christine Phan;0;17.03.11;US-2011-148838;10024;OFF-PA-10002960;Xerox 1926;163.842;7;East;2361;$35;Corporate;21.03.11;Standard Class;New York;Paper
Office Supplies;Jackson;United States;MH-17440;Mark Haberlin;0;17.03.11;US-2011-164763;39212;OFF-AP-10003971;Belkin 6 Outlet Metallic Surge Strip;84.942;3;South;7432;$33;Corporate;21.03.11;Standard Class;Mississippi;Appliances
Office Supplies;Jackson;United States;MH-17440;Mark Haberlin;0;17.03.11;US-2011-164763;39212;OFF-BI-10000605;"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red";53.721;3;South;7428;$11;Corporate;21.03.11;Standard Class;Mississippi;Binders
